person_0,0.6227430701255798
bicycle_1,0.5840698480606079
car_2,0.5395694971084595
motorcycle_3,0.6932819485664368
airplane_4,0.8261009454727173
bus_5,0.8081833124160767
train_6,0.8460474610328674
truck_7,0.5994812250137329
boat_8,0.5197651386260986
traffic_light_9,0.4255822002887726
fire_hydrant_10,0.8365225195884705
stop_sign_11,0.8039218783378601
parking_meter_12,0.800209105014801
bench_13,0.48918119072914124
bird_14,0.6103712916374207
cat_15,0.8779816627502441
dog_16,0.838946521282196
horse_17,0.8142602443695068
sheep_18,0.7734492421150208
cow_19,0.7815565466880798
elephant_20,0.8918824791908264
bear_21,0.9351867437362671
zebra_22,0.8767934441566467
giraffe_23,0.9026339054107666
backpack_24,0.3823995292186737
umbrella_25,0.6158744096755981
handbag_26,0.3748049736022949
tie_27,0.6008210182189941
suitcase_28,0.6748558282852173
frisbee_29,0.8172803521156311
skis_30,0.5135785937309265
snowboard_31,0.7042333483695984
sports_ball_32,0.6004855036735535
kite_33,0.6877915263175964
baseball_bat_34,0.7079823613166809
baseball_glove_35,0.6379278898239136
skateboard_36,0.7580810785293579
surfboard_37,0.6654516458511353
tennis_racket_38,0.7731439471244812
bottle_39,0.5024058818817139
wine_glass_40,0.6538891792297363
cup_41,0.6069104671478271
fork_42,0.6081073880195618
knife_43,0.5152934193611145
spoon_44,0.49906739592552185
bowl_45,0.6269567608833313
banana_46,0.6168172359466553
apple_47,0.6103572845458984
sandwich_48,0.7248063683509827
orange_49,0.6261846423149109
broccoli_50,0.5631217956542969
carrot_51,0.5403658151626587
hot_dog_52,0.7789878249168396
pizza_53,0.8001500964164734
donut_54,0.7758921980857849
cake_55,0.7080695033073425
chair_56,0.5123785138130188
couch_57,0.6764556169509888
potted_plant_58,0.5173678398132324
bed_59,0.7658620476722717
dining_table_60,0.5416982173919678
toilet_61,0.8475518226623535
tv_62,0.7685260772705078
laptop_63,0.8447936773300171
mouse_64,0.7630574107170105
remote_65,0.581146776676178
keyboard_66,0.6925923228263855
cell_phone_67,0.5352072715759277
microwave_68,0.8173368573188782
oven_69,0.6887792348861694
toaster_70,0.8684995770454407
sink_71,0.5689045786857605
refrigerator_72,0.8175026774406433
book_73,0.26083502173423767
clock_74,0.6476317644119263
vase_75,0.6224846839904785
scissors_76,0.7855545878410339
teddy_bear_77,0.7933498620986938
hair_drier_78,0.9183076620101929
toothbrush_79,0.7183855175971985
